car_test_nm,addr_road,x,y,tel,tester,work_time,agency_cd,agency_nm,reg_dt
한솔공업사,전라남도 신안군 암태면 중부로 1797,34.82695448,126.1133463,061-271-6761,,평일:09:00~18:00+토요일:09:00~13:00,5010000,전라남도 신안군,2024-06-11
(주)신안천사자동차공업사,전라남도 신안군 지도읍 동천길 1099,35.059018,126.240933,061-246-9087,,평일:09:00~18:00+토요일:09:00~13:00,5010000,전라남도 신안군,2024-06-11
사북종합정비공업사,강원특별자치도 정선군 남면 문은단로 137,37.26653283,128.7491593,033-592-2296,3,평일 09:00~18:00+토요일 09:00~12:00,4291000,강원특별자치도 정선군,2024-05-28
(주)미래자동차종합공업사,서울특별시 강서구 양천로49길 7(가양동),37.56909789,126.8406799,02-3661-4141,6,평일:09:00~18:00+토요일:09:00~13:00,3150000,서울특별시 강서구,2023-11-27
오신산업(주),서울특별시 강서구 양천로 462(등촌동),37.56216574,126.8521224,02-3661-3435,4,평일:09:00~18:00+토요일:09:00~13:00,3150000,서울특별시 강서구,2023-11-27
강서현대서비스(주),서울특별시 강서구 남부순환로 223(외발산동),37.54586204,126.8219138,02-2661-0072,5,평일:09:00~18:00+토요일:09:00~13:00,3150000,서울특별시 강서구,2023-11-27
(주)플라잉모터스,서울특별시 강서구 방화대로 22,37.542143,126.817333,02-2667-0453,3,평일:09:00~18:00+토요일:09:00~13:00,3150000,서울특별시 강서구,2023-11-27
(주)신동성자동차,서울특별시 강서구 양천로 528(등촌동),37.55927023,126.8581629,02-3663-4567,5,평일:09:00~18:00+토요일:09:00~13:00,3150000,서울특별시 강서구,2023-11-27
강서자동차,서울특별시 강서구 양천로 372(가양동),37.56710155,126.8433018,02-3663-4569,5,평일:09:00~18:00+토요일:09:00~13:00,3150000,서울특별시 강서구,2023-11-27
문경자동차공업(합),경상북도 문경시 영신로 89(점촌동),36.59309689,128.209221,054-553-6000,1,(평일) 09:00~18:00,5120000,경상북도 문경시,2024-06-30
동화자동차정비공장,"경상북도 문경시 용지마길 11, 201동(윤직동)",36.58237607,128.1949584,054-555-0051,1,(평일) 09:00~18:00,5120000,경상북도 문경시,2024-06-30
신국자동차공업사,경상북도 문경시 모전로 177(모전동),36.5965515,128.1878309,054-552-2118,1,(평일) 09:00~18:00,5120000,경상북도 문경시,2024-06-30
영진자동차정비공장,경상북도 문경시 마성면 새재로 182-7,36.71475544,128.1216378,054-550-6203,1,(평일) 09:00~18:00,5120000,경상북도 문경시,2024-06-30
㈜세일,경상북도 문경시 신기공단2길 5(신기동),36.63610695,128.1721301,054-554-1422,1,(평일) 09:00~18:00,5120000,경상북도 문경시,2024-06-30
영강자동차검사정비,경상북도 문경시 윤직동2길 3,36.58665006,128.199098,054-553-7233,1,(평일) 09:00~18:00,5120000,경상북도 문경시,2024-06-30
현대종합정비공장,경상북도 문경시 영순면 영순로 130(영순면),36.58266728,128.2238308,054-554-3008,1,(평일) 09:00~18:00,5120000,경상북도 문경시,2024-06-30
현대1급자동차공업사,전북특별자치도 남원시 춘향로 162-8,35.4269171,127.3881702,063-626-9933,3,평일09:00~1800+토요일09:00~13:00,4701000,전북특별자치도 남원시,2024-08-16
춘향자동차공업사,전북특별자치도 남원시 박달길 7,35.43406878,127.3789648,063-626-5114,2,평일09:00~1800+토요일09:00~13:00,4701000,전북특별자치도 남원시,2024-08-16
명신자동차공업사,전북특별자치도 남원시 충정로 260-1,35.42398871,127.397817,063-626-0701,1,평일09:00~1800+토요일09:00~13:00,4701000,전북특별자치도 남원시,2024-08-16
대한자동차정비업사,전북특별자치도 남원시 쑥고개로 62,35.39670462,127.3814204,063-625-8277,2,평일09:00~1800+토요일09:00~13:00,4701000,전북특별자치도 남원시,2024-08-16
동아공업사,전북특별자치도 남원시 아영면 인월장터로 235,35.47935557,127.5916072,063-636-5005,1,평일09:00~1800+토요일09:00~13:00,4701000,전북특별자치도 남원시,2024-08-16
(주)대성특장,충청남도 부여군 석성면 왕릉로 783,36.24782843,127.00857002,041-836-2848,2,09:00~18:00,4570000,충청남도 부여군,2024-08-31
부여자동차공업사,충청남도 부여군 부여읍 신기정로 72-9,36.26581813,126.90837100,041-835-1918,2,08:30~17:30,4570000,충청남도 부여군,2024-08-31
대명자동차정비공장,경상북도 영주시 구성로88번길 10-3,36.80179836,128.6325239,054-635-5588,,09:00~17:20,5090000,경상북도 영주시,2024-08-02
영주종합정비공장,경상북도 영주시 구성로88번길 172,36.80876404,128.635848,054-634-2800,,08:30~17:30,5090000,경상북도 영주시,2024-08-02
풍기자동차정비공장,경상북도 영주시 봉현면 신재로 833,36.86176769,128.5314764,054-636-3399,,08:30~17:30,5090000,경상북도 영주시,2024-08-02
경북자동차검사정비공장,경상북도 영주시 중앙로 29,36.82013102,128.6198737,054-631-1155,,09:00~17:30,5090000,경상북도 영주시,2024-08-02
영풍자동차정비공장,경상북도 영주시 봉현면 풍기로 7,36.86606734,128.5224715,054-636-4545,,08:30~18:00,5090000,경상북도 영주시,2024-08-02
부강자동차공업사,제주특별자치도 서귀포시 성산읍 서성일로 904,33.43862162,126.8765186,064-782-0404,,(평일)08:30~17:30,6520000,제주특별자치도 서귀포시,2023-10-31
㈜흥진자동차공업사,제주특별자치도 서귀포시 남원읍 태위로 95-1,33.27528293,126.6576939,064-764-6700,,(평일)08:30~17:30+(점심시간)12:30~13:30,6520000,제주특별자치도 서귀포시,2023-10-31
성산자동차공업사,제주특별자치도 서귀포시 성산읍 일주동로 3965,33.47204402,126.9024955,064-784-2580,,(평일)08:30~17:30,6520000,제주특별자치도 서귀포시,2023-10-31
㈜연초자동차종합정비공장,경상남도 거제시 연초면 방곡길 3,34.9105631,128.661736,055-636-2600,1,(평일)09:00~18:00,5370000,경상남도 거제시,2024-08-23
사곡자동차정비,경상남도 거제시 사등면 거제대로 5288,34.90033505,128.5628376,055-636-8777,1,(평일)09:00~18:01,5370000,경상남도 거제시,2024-08-23
옥포종합정비,경상남도 거제시 옥포로12길 18(옥포동),34.89210255,128.6930095,055-687-3377,1,(평일)09:00~18:02,5370000,경상남도 거제시,2024-08-23
송정종합정비,경상남도 거제시 연초면 거제대로 4106,34.91405512,128.6704649,055-636-0566,1,(평일)09:00~18:03,5370000,경상남도 거제시,2024-08-23
1급아주종합정비공업사,경상남도 거제시 용소1길 37(아주동),34.8749714,128.6880087,055-681-8577,1,(평일)09:00~18:04,5370000,경상남도 거제시,2024-08-23
(주)고현자동차검사정비,경상남도 거제시 거제대로 4903,34.8886980677,128.6020561161,055-638-1888,1,(평일)09:00~18:05,5370000,경상남도 거제시,2024-08-23
㈜해남정비공업사,경상남도 거제시 고현로 109(고현동),34.88781858,128.6244441,055-635-2222,1,(평일)09:00~18:06,5370000,경상남도 거제시,2024-08-23
거제현대서비스,경상남도 거제시 연초면 연하해안로 316,34.90396675,128.6238772,055-637-9200,1,(평일)09:00~18:07,5370000,경상남도 거제시,2024-08-23
상동자동차정비 연초점,경상남도 거제시 연초면 거제북로 78,34.91738256,128.6559467,055-638-1515,1,(평일)09:00~18:08,5370000,경상남도 거제시,2024-08-23
남원자동차공업사,제주특별자치도 서귀포시 남원읍 태위로723번길 30-24,33.28400286,126.7235923,064-764-1177,,(평일)08:30~17:30,6520000,제주특별자치도 서귀포시,2023-10-31
1급상용종합자동차,제주특별자치도 서귀포시 토평공단로127번길 47(토평동),33.29015113,126.5792568,064-733-5574,,(평일)08:30~17:30+(토요일)09:00~12:00,6520000,제주특별자치도 서귀포시,2023-10-31
도원자동차공업사,제주특별자치도 서귀포시 토평공단로139번길 11-1(토평동),33.29281652,126.581688,064-732-1792,,(평일)08:30~17:30,6520000,제주특별자치도 서귀포시,2023-10-31
챔피언모터스,제주특별자치도 서귀포시 안덕면 중산간서로 1894,33.28971443,126.3208466,064-792-6363,,(평일)08:30~18:00+(토요일)08:30~12:30,6520000,제주특별자치도 서귀포시,2023-10-31
(주)신화자동차공업사,제주특별자치도 서귀포시 안덕면 한창로 157,33.27599336,126.3611564,064-794-5888,,(평일)09:00~18:00,6520000,제주특별자치도 서귀포시,2023-10-31
신서귀자동차공업사,제주특별자치도 서귀포시 신서로48번길 39(법환동),33.25343462,126.5093357,064-739-0982,,"(평일)08:30~17:30+(공휴일, 임시휴일)휴무",6520000,제주특별자치도 서귀포시,2023-10-31
서수원서비스기아오토큐 주식회사,경기도 수원시 권선구 매송고색로 779(고색동),37.25344709,126.9894893,031-291-8585,5,평일: 09:00~18:00+토요일: 09:00~13:00,3740000,경기도 수원시,2024-08-21
수원자동차검사정비㈜,경기도 수원시 권선구 매송고색로 828-19(평동),37.254446,126.9954903,031-295-5566,3,평일: 09:00~18:00+토요일: 09:00~13:00,3740000,경기도 수원시,2024-08-21
(주)하나자동차정비공업사,경기도 수원시 영통구 매영로 252(원천동),37.25873184,127.0644428,031-217-4116,4,평일: 09:00~18:00+토요일: 09:00~13:00,3740000,경기도 수원시,2024-08-21
일주자동차정비공업사,경기도 수원시 권선구 매송고색로 858(평동),37.25704437,126.9963913,031-296-1919,4,평일: 09:00~18:00+토요일: 09:00~13:00,3740000,경기도 수원시,2024-08-21
(주)현대북수원서비스,경기도 수원시 장안구 천천로 106(천천동),37.30096242,126.9836714,031-207-0070,4,평일: 09:00~18:00+토요일: 09:00~13:00,3740000,경기도 수원시,2024-08-21
에이스오토피아,경기도 수원시 영통구 신원로 56(신동),37.24810125,127.047689,031-204-5594,4,평일: 09:00~18:00+토요일: 09:00~13:00,3740000,경기도 수원시,2024-08-21
(주)아크로모터스,경기도 수원시 영통구 삼성로 26(신동),37.24736309,127.0488308,031-205-1414,4,평일: 09:00~18:00+토요일: 09:00~13:00,3740000,경기도 수원시,2024-08-21
(주)현대효성자동차공업,경기도 수원시 장안구 경수대로 1196-12(파장동),37.31719614,126.9895884,031-252-9908,3,평일: 09:00~18:00+토요일: 09:00~13:00,3740000,경기도 수원시,2024-08-21
남부자동차서비스,경기도 수원시 영통구 영통로 173(망포동),37.24293964,127.054404,031-205-5005,2,평일: 09:00~18:00+토요일: 09:00~13:00,3740000,경기도 수원시,2024-08-21
㈜주왕,경기도 수원시 영통구 덕영대로 1727(영통동),37.2482551,127.0802822,031-205-0049,4,평일: 09:00~18:00+토요일: 09:00~13:00,3740000,경기도 수원시,2024-08-21
서수원자동차공업사(주),경기도 수원시 권선구 매송고색로503번길 2(오목천동),37.24506737,126.9604797,031-297-8282,3,평일: 09:00~18:00+토요일: 09:00~13:00,3740000,경기도 수원시,2024-08-21
오토드림,경기도 수원시 권선구 매송고색로 490(오목천동),37.24313915,126.9594421,031-293-0244,3,평일: 09:00~18:00+토요일: 09:00~13:00,3740000,경기도 수원시,2024-08-21
㈜엘리트자동차공업사,경기도 수원시 영통구 중부대로448번길 33(원천동),37.26808041,127.0626204,031-215-0993,4,평일: 09:00~18:00+토요일: 09:00~13:00,3740000,경기도 수원시,2024-08-21
㈜마이스터자동차정비공장,경기도 수원시 권선구 산업로 10(오목천동),37.23426815,126.9692708,031-294-1239,3,평일: 09:00~18:00+토요일: 09:00~13:00,3740000,경기도 수원시,2024-08-21
(주)신대영자동차1급정비업체,경기도 수원시 영통구 중부대로448번길 77(원천동),37.26697927,127.0610259,031-216-8633,3,평일: 09:00~18:00+토요일: 09:00~13:00,3740000,경기도 수원시,2024-08-21
대성자동차공업사,경기도 수원시 영통구 신원로 196(매탄동),37.25332279,127.0606993,031-205-1865,3,평일: 09:00~18:00+토요일: 09:00~13:00,3740000,경기도 수원시,2024-08-21
퍼스트오토,경기도 수원시 권선구 평동로 52-30(고색동),37.25492235,126.9916128,031-278-6561,4,평일: 09:00~18:00+토요일: 09:00~13:00,3740000,경기도 수원시,2024-08-21
한국지엠서인천서비스센터(주),인천광역시 서구 건지로 45-42 (석남동),37.5025735,126.6471699,032-770-9966,,평일:09:00~18:00+토요일:09:00~13:00,6280000,인천광역시,2023-05-31
하나모터스,인천광역시 서구 파랑로 132(원창동),37.5131595,126.6271549,032-576-8272,,평일:09:00~18:00+토요일:09:00~13:00,6280000,인천광역시,2023-05-31
대경자동차정비공업사,인천광역시 서구 봉수대로 501번길 58-12(원창동),37.52131318,126.6561706,032-582-5656,,평일:09:00~18:00+토요일:09:00~13:00,6280000,인천광역시,2023-05-31
아트샵모터스㈜,인천광역시 서구 백범로 706(가좌동),37.48296786,126.6791875,032-581-9035,,평일:09:00~18:00+토요일:09:00~13:00,6280000,인천광역시,2023-05-31
(주)선두자동차,인천광역시 강화군 선원면 중앙로 148 (선원면),37.73042887,126.4889546,032-934-7785,,평일:09:00~18:00+토요일:09:00~13:00,6280000,인천광역시,2023-05-31
남도자동차공업사,인천광역시 강화군 선원면 중앙로 222 (선원면),37.72612703,126.4842563,032-933-9338,,평일:09:00~18:00+토요일:09:00~13:00,6280000,인천광역시,2023-05-31
대진자동차공업사,인천광역시 강화군 선원면 중앙로 374 (선원면),37.7171501,126.4715182,032-934-3992,,평일:09:00~18:00+토요일:09:00~13:00,6280000,인천광역시,2023-05-31
강화모터스,인천광역시 강화군 양도면 중앙로 1052번길 4(양도면),37.69986214,126.4058657,032-937-3840,,평일:09:00~18:00+토요일:09:00~13:00,6280000,인천광역시,2023-05-31
백령1급 자동차정비공업사,인천광역시 옹진군 백령면 백령로 382 (백령면),37.97424839,124.7066609,032-836-3238,,평일:09:00~18:00+토요일:09:00~13:00,6280000,인천광역시,2023-05-31
태극모터스,인천광역시 옹진군 백령면 백령로 855 (백령면),37.95793409,124.6637351,032-836-5800,,평일:09:00~18:00+토요일:09:00~13:00,6280000,인천광역시,2023-05-31
㈜신동부종합정비,경상북도 포항시 남구 연일읍 형산강남로436번길 13,35.99966537,129.3612839,054-286-6688,,평일 09:00~18:00+토요일 09:00~12:00,5020000,경상북도 포항시,2024-06-17
동아종합자동차정비,경상북도 포항시 북구 흥해읍 초곡길 107,36.08394908,129.331292,054-262-2626,,평일 09:00~18:00+토요일 09:00~12:00,5020000,경상북도 포항시,2024-06-17
㈜포항현대상용서비스,경상북도 포항시 남구 호동로 122(호동),35.9900075901,129.3849157089,054-285-8080,,평일 09:00~18:00+토요일 09:00~12:00,5020000,경상북도 포항시,2024-06-17
흥일자동차정비,경상북도 포항시 남구 희망대로 917(해도동),36.0136096143,129.3718990967,054-283-6199,,평일 09:00~18:00+토요일 09:00~12:00,5020000,경상북도 포항시,2024-06-17
㈜인동티에스,경상북도 포항시 남구 대송면 철강산단로34번길 28(대송면),35.9556980332,129.3676730403,054-286-3838,,평일 09:00~18:00+토요일 09:00~12:00,5020000,경상북도 포항시,2024-06-17
광진공업사,전북특별자치도 고창군 고창읍 보릿골로 128,35.43685142,126.6961067,063-564-2723,2,평일:08:30~18:00+토요일:08:30~12:00,4781000,전북특별자치도 고창군,2024-06-26
고창자동차공업사,전북특별자치도 고창군 신림면 고인돌대로 2051-7,35.46153088,126.6970724,063-564-2600,1,평일:08:30~17:30+토요일:08:30~12:00,4781000,전북특별자치도 고창군,2024-06-26
고창우리자동차공업사,전북특별자치도 고창군 고창읍 덕산길 59,35.4297324,126.6892396,063-564-5511,1,평일:09:00~17:30,4781000,전북특별자치도 고창군,2024-06-26
서부현대서비스,전북특별자치도 고창군 고창읍 고인돌대로 1636-6,35.42575972,126.6928883,063-562-7993,1,평일:09:00~18:00,4781000,전북특별자치도 고창군,2024-06-26
(주)1급 현대신광서비스,경기도 하남시 신장1로 5,37.53694609,127.2087947,031-793-5550,,(평일) 09:00~18:00,4040000,경기도 하남시,2024-06-28
(주)현대하남서비스,경기도 하남시 신장동로140번길 46,37.54327996,127.220237,031-794-9000,,(평일) 08:30~18:00,4040000,경기도 하남시,2024-06-28
(주)하남자동차서비스,경기도 하남시 하남대로 801,37.54076052,127.2082557,031-791-4287,,(평일) 08:30~18:00,4040000,경기도 하남시,2024-06-28
하남종합서비스 기아오토큐(주),경기도 하남시 하남대로802번길 5-6,37.5415464,127.2084973,031-796-2601,,(평일) 08:30~18:00,4040000,경기도 하남시,2024-06-28
미사 나룰 모터스,경기도 하남시 덕풍북로 192,37.55251608,127.2094441,031-796-5006,,(평일) 08:30~18:00,4040000,경기도 하남시,2024-06-28
디엠모터스,경기도 하남시 초광산단동로6번길 8,37.52806365,127.1727212,02-426-4227,,(평일) 09:00~19:00,4040000,경기도 하남시,2024-06-28
태극모터스,인천광역시 옹진군 백령면 백령로 857,37.95764103,124.663556,032-836-5800,1,08:30~17:30,3580000,인천광역시 옹진군,2024-06-14
남해자동차종합정비,경상남도 남해군 고현면 질개로 180,34.8825818127,127.8843603751,055-862-2693,4,평일(09:00~18:00),5430000,경상남도 남해군,2024-06-18
주식회사 남도공업사,경상남도 남해군 남해읍 남해대로 2602-10,34.8261019280,127.9121387,055-863-3511,5,평일(09:00~18:00),5430000,경상남도 남해군,2024-06-18
주식회사 남해1급 정비검사소,경상남도 남해군 남해읍 강진만로 9-16,34.8303777655,127.9100747072,055-864-3333,5,평일(09:00~18:00),5430000,경상남도 남해군,2024-06-18
21세기 공업사,강원특별자치도 삼척시 오분길 7,37.4284983,129.1856361,033-574-2155,1,09:00~18:00,4241000,강원특별자치도 삼척시,2024-06-17
1급 우주공업사,강원특별자치도 삼척시 동해대로 4174-11,37.45388472,129.1777368,033-574-9292,2,09:00~18:00,4241000,강원특별자치도 삼척시,2024-06-17
원덕자동차정비공업사,강원특별자치도 삼척시 원덕읍 옥원이천로 48,37.18264517,129.3275609,033-575-0641,1,09:00~18:00,4241000,강원특별자치도 삼척시,2024-06-17
㈜전국자동차정비,경기도 수원시 영통구 신원로 210(매탄동),37.2541198,127.0604567,031-7770-2578,4,평일: 09:00~18:00+토요일: 09:00~13:00,3740000,경기도 수원시,2024-08-21
㈜홍보(장안자동차공업사),경기도 수원시 장안구 송정로 75(송죽동),37.29624153,127.0055949,031-255-2223,4,평일: 09:00~18:00+토요일: 09:00~13:00,3740000,경기도 수원시,2024-08-21
(주)가온기획,경기도 수원시 권선구 서수원로75번길 70-13(오목천동),37.23403504,126.972897,031-278-7942,3,평일: 09:00~18:00+토요일: 09:00~13:00,3740000,경기도 수원시,2024-08-21
㈜수원클린모터스,경기도 수원시 장안구 경수대로 1131(이목동),37.31191181,126.9891997,031-269-1233,3,평일: 09:00~18:00+토요일: 09:00~13:00,3740000,경기도 수원시,2024-08-21
㈜유일공업사,강원특별자치도 강릉시 강변로534번길 55,37.76636694,128.9226528,033-652-9006,1,평일:08:00~17:00,4201000,강원특별자치도 강릉시,2024-08-21
㈜현대자동차강남정비센타,강원특별자치도 강릉시 성덕로 126,37.7643397,128.9385967,033-653-5571,1,평일:08:30~17:30,4201000,강원특별자치도 강릉시,2024-08-21
㈜대동정비,경상남도 진주시 도동로 154,35.183883,128.122784,055-752-1121,1,평일08:30~17:30,5310000,경상남도 진주시,2024-11-11
말티자동차종합검사소,경상남도 진주시 진산로 206,35.20539417,128.1038791,055-761-6663,1,평일08:30~17:30+토요일08:30~12:00,5310000,경상남도 진주시,2024-11-11
경대정비,경상남도 진주시 내동면 내동로 152,35.15462917,128.0835827,055-762-3636,1,평일08:20~17:20+토요일08:20~12:20,5310000,경상남도 진주시,2024-11-11
내동자동차종합검사소,경상남도 진주시 내동면 산유로 613-2,35.15618682,128.0654338590,055-744-0909,1,평일08:30~17:30+토요일08:30~12:30,5310000,경상남도 진주시,2024-11-11
㈜진주현대종합정비,경상남도 진주시 내동면 내동로 110,35.154713,128.079252,055-756-2345,1,평일08:30~17:30+토요일08:00~12:30,5310000,경상남도 진주시,2024-11-11
진주자동차종합검사소,경상남도 진주시 내동면 내동로 114,35.15465279,128.079779,055-756-8800,1,평일08:30~17:30+토요일08:00~12:30,5310000,경상남도 진주시,2024-11-11
㈜남진주현대서비스,경상남도 진주시 정촌면 연꽃로 60,35.1176377241,128.0983140414,055-762-5000,1,평일09:00~18:00+토요일09:00~12:30,5310000,경상남도 진주시,2024-11-11
르노코리아자동차지정정비센타진접정비,경기도 남양주시 진접읍 금강로유연들1길 82,37.70874897,127.1765842,031-574-3636,,평일 09:00~18:00,3990000,경기도 남양주시,2024-11-08
장현자동차공업사,경기도 남양주시 진접읍 양진로 1010,37.70827467,127.183564,031-529-5300,,평일 09:00~18:00,3990000,경기도 남양주시,2024-11-08
드림자동차공업사,경기도 남양주시 오남읍 양지로319번길 12,37.70208841,127.1903226,031-528-4777,,평일 09:00~18:00,3990000,경기도 남양주시,2024-11-08
(주)1급진접현대자동차공업사,경기도 남양주시 진접읍 경복대로 451,37.73570469,127.2138913,031-529-7890,,평일 09:00~18:00,3990000,경기도 남양주시,2024-11-08
㈜경기자동차,경기도 남양주시 진접읍 금강로 1943-11,37.75491294,127.2167022,031-528-0770,,평일 09:00~18:00,3990000,경기도 남양주시,2024-11-08
남양자동차공업사,경기도 남양주시 진접읍 진벌로51번길 89,37.74898117,127.2195725,031-572-7878,,평일 09:00~18:00,3990000,경기도 남양주시,2024-11-08
조은자동차서비스,경기도 남양주시 화도읍 폭포로 25,37.6487648683,127.3079348813,031-511-0911,,평일 09:00~18:00,3990000,경기도 남양주시,2024-11-08
(주)양평현대모터스,경기도 양평군 양평읍 양근로 367,37.47965724,127.504971,031-775-0020,,평일(09:00~18:00),4170000,경기도 양평군,2023-12-31
용문신화자동차공업사,경기도 양평군 용문면 소일길 31,37.50899281,127.6193923,031-775-5421,,평일(09:00~18:00),4170000,경기도 양평군,2023-12-31
현대동부모터스,경기도 양평군 양평읍 백운길 87,37.49896637,127.508896,031-773-4972,,평일(09:00~18:00),4170000,경기도 양평군,2023-12-31
신풍자동차공업사,경기도 양평군 용문면 그릇고갯길 111,37.48545625,127.6105682,031-771-5877,,평일(09:00~18:00),4170000,경기도 양평군,2023-12-31
송제자동차공업사,경기도 양평군 지평면 지평로 93,37.49978331,127.6327565,031-772-2003,,평일(09:00~18:00),4170000,경기도 양평군,2023-12-31
주식회사 양평1급종합자동차정비사업소,경기도 양평군 단월면 경강로 3703,37.52219018,127.6636064,031-771-6663,,평일(09:00~18:00),4170000,경기도 양평군,2023-12-31
대림자동차정비서비스(유),"경기도 성남시 수정구 사송로77번길 68(사송동, 70, 72)",37.409345,127.114304,031-723-8208,4,09:00~18:00,3780000,경기도 성남시,2024-09-11
(주)일급신분당검사정비사업소,경기도 성남시 분당구 이매로 118(이매동),37.392113,127.132446,031-708-4972,4,09:00~18:00,3780000,경기도 성남시,2024-09-11
(주)현대자동차검사정비사업소,경기도 성남시 분당구 대왕판교로 277(궁내동),37.368234,127.100925,031-726-7890,4,09:00~18:00,3780000,경기도 성남시,2024-09-11
평화정비,경상북도 예천군 예천읍 충효로 372,36.65525031,128.4626046,054-655-4444,4,평일:09:00~18:00+토요일:09:00~13:00,5230000,경상북도 예천군,2024-09-06
예천자동차공업사,경상북도 예천군 예천읍 충효로 89,36.64568787,128.4353907,054-652-3595,6,평일:09:00~18:00+토요일:09:00~13:00,5230000,경상북도 예천군,2024-09-06
양궁종합정비공업사,경상북도 예천군 예천읍 양궁로 226,36.63721825,128.472241,054-653-0909,10,평일:09:00~18:00+토요일:09:00~13:00,5230000,경상북도 예천군,2024-09-06
라오닐,경상북도 예천군 예천읍 도립대학길 114,36.64372796,128.4546357,054-650-0157,0,평일:09:00~18:00,5230000,경상북도 예천군,2024-09-06
통명1급자동차정비공장,경상북도 예천군 예천읍 보문로 185-1,36.66049065,128.483505,054-655-4474,4,평일:09:00~18:00+토요일:09:00~13:00,5230000,경상북도 예천군,2024-09-06
현대공업사,충청남도 부여군 규암면 흥수로 860,36.27370314,126.8763910,041-836-0107,3,09:00~17:30,4570000,충청남도 부여군,2024-08-31
대원종합모터스,충청남도 부여군 규암면 반산로 8,36.27505254,126.8737757,041-835-2810,3,08:30~17:30,4570000,충청남도 부여군,2024-08-31
대명공업사,충청남도 부여군 규암면 흥수로 786-4,36.27191562,126.8674768,041-835-5401,6,08.30~17:30,4570000,충청남도 부여군,2024-08-31
동해자동차검사소,강원특별자치도 동해시 강원남부로4772 (단봉동),37.47503636,129.1195303,033-521-6303,,(평일)09:00~18:00+(토요일)09:00~13:00,B553881,한국교통안전공단,2024-01-26
목포자동차검사소,전라남도 목포시 옥암로153 (상동),34.8119407,126.422788,061-283-5004,,(평일)09:00~18:00+(토요일)09:00~13:00,B553881,한국교통안전공단,2024-01-26
문경자동차검사소,경상북도 문경시 영신로81 (점촌동),36.5931775,128.2084966,054-552-2820,,(평일)09:00~18:00+(토요일)09:00~13:00,B553881,한국교통안전공단,2024-01-26
부천자동차검사소,경기도 부천시 오정구 오정로42 (삼정동),37.52459327,126.765054,032-674-5000,,(평일)09:00~18:00+(토요일)09:00~13:00,B553881,한국교통안전공단,2024-01-26
북광주자동차검사소,광주광역시 광산구 사암로877 (도천동),35.21834001,126.8251083,062-962-0990,,(평일)09:00~18:00+(토요일)09:00~13:00,B553881,한국교통안전공단,2024-01-26
사하자동차검사소,부산광역시 사하구 을숙도대로631 (신평동),35.08608501,128.9747313,051-204-9536,,(평일)09:00~18:00+(토요일)09:00~13:00,B553881,한국교통안전공단,2024-01-26
상암자동차검사소,서울특별시 마포구 구룡길 15 (상암동),37.5864923,126.8840896,02-309-7033,,(평일)09:00~18:00+(토요일)09:00~13:00,B553881,한국교통안전공단,2024-01-26
서수원자동차검사소,경기도 수원시 권선구 수인로24 (서둔동),37.27062857,126.9961599,031-293-9339,,(평일)09:00~18:00+(토요일)09:00~13:00,B553881,한국교통안전공단,2024-01-26
서인천자동차검사소,인천광역시 서구 중봉대로218 (가좌동),37.4985463,126.648561,032-579-7811,,(평일)09:00~18:00+(토요일)09:00~13:00,B553881,한국교통안전공단,2024-01-26
성남자동차검사소,경기도 성남시 중원구 사기막골로148길 8 (상대원동),37.4410537,127.1783702,031-747-9467,,(평일)09:00~18:00+(토요일)09:00~13:00,B553881,한국교통안전공단,2024-01-26
성동자동차검사소,서울특별시 성동구 가람길 117 (송정동),37.55260324,127.0578565,02-2244-2556,,(평일)09:00~18:00+(토요일)09:00~13:00,B553881,한국교통안전공단,2024-01-26
성산자동차검사소,서울특별시 마포구 월드컵로220 (성산동),37.5673389,126.9006703,02-306-5986,,(평일)09:00~18:00+(토요일)09:00~13:00,B553881,한국교통안전공단,2024-01-26
세종자동차검사소,세종특별자치시 종합운동장로 11-5 (대평동),36.46750007,127.2671513,044-868-0515,,(평일)09:00~18:00+(토요일)09:00~13:00,B553881,한국교통안전공단,2024-01-26
수성자동차검사소,대구광역시 수성구 노변로33 (노변동),35.83430845,128.6990104,053-791-6039,,(평일)09:00~18:00+(토요일)09:00~13:00,B553881,한국교통안전공단,2024-01-26
수원자동차검사소,경기도 수원시 영통구 신원로240 (매탄동),37.25691567,127.0602239,031-211-2414,,(평일)09:00~18:00+(토요일)09:00~13:00,B553881,한국교통안전공단,2024-01-26
화신공업사,경상남도 함양군 함양읍 용평3길 8,35.5206649020,127.7315013437,055-963-2120,1,평일:9:00~17:30,5460000,경상남도 함양군,2024-07-15
함양1급자동차정비공장,경상남도 함양군 함양읍 이은농공길 12,35.510601,127.7276221206,055-963-8855,1,평일:9:00~18:00,5460000,경상남도 함양군,2024-07-15
함양제일1급정비,경상남도 함양군 함양읍 고운로 476-19,35.5257541150,127.7714489731,055-964-2056,1,평일:8:30~17:30,5460000,경상남도 함양군,2024-07-15
1급 무주자동차공업사,전북특별자치도 무주군 무주읍 무금로 200,35.98776703,127.6310214,063-322-1212,1,08:30~17:00,4741000,전북특별자치도 무주군,2024-07-19
삼성자동차공업사,전북특별자치도 무주군 적상면 서창로 28,35.95105047,127.664695,063-324-0090,1,09:00~17:00,4741000,전북특별자치도 무주군,2024-07-19
동군포현대서비스㈜,경기도 군포시 당정로 28번길 30,37.35267727,126.9583061,031-458-0196,3,평일:09:00~18:00+토요일:09:00~13:00,4020000,경기도 군포시,2024-10-16
